Latitude,Longitude,daerah,year,projected_population
3.490073099634446,103.3936995,"Pekan, Pahang",2025,130320.28603892607
3.490073099634446,103.3936995,"Pekan, Pahang",2026,132080.08999948137
3.490073099634446,103.3936995,"Pekan, Pahang",2027,132653.62866420185
3.490073099634446,103.3936995,"Pekan, Pahang",2028,133398.45774329352
3.490073099634446,103.3936995,"Pekan, Pahang",2029,134235.29727040412
3.490073099634446,103.3936995,"Pekan, Pahang",2030,134709.58527345126
3.490073099634446,103.3936995,"Pekan, Pahang",2031,135973.0049194516
3.490073099634446,103.3936995,"Pekan, Pahang",2032,136609.2574480982
3.490073099634446,103.3936995,"Pekan, Pahang",2033,137629.29299447444
3.490073099634446,103.3936995,"Pekan, Pahang",2034,138748.0880230561
3.490073099634446,103.3936995,"Pekan, Pahang",2035,139481.09799136888
3.490073099634446,103.3936995,"Pekan, Pahang",2036,140707.2942950215
3.490073099634446,103.3936995,"Pekan, Pahang",2037,141598.8542022969
3.490073099634446,103.3936995,"Pekan, Pahang",2038,142560.54233742834
3.490073099634446,103.3936995,"Pekan, Pahang",2039,143712.82964595789
3.490073099634446,103.3936995,"Pekan, Pahang",2040,144550.52283663218
3.490073099634446,103.3936995,"Pekan, Pahang",2041,145668.6044782602
3.490073099634446,103.3936995,"Pekan, Pahang",2042,146662.70565296803
3.490073099634446,103.3936995,"Pekan, Pahang",2043,147597.3677248878
3.490073099634446,103.3936995,"Pekan, Pahang",2044,148717.66517459764
3.490073099634446,103.3936995,"Pekan, Pahang",2045,149631.61369085152
3.490073099634446,103.3936995,"Pekan, Pahang",2046,150677.02959127497
3.490073099634446,103.3936995,"Pekan, Pahang",2047,151712.07982098995
3.490073099634446,103.3936995,"Pekan, Pahang",2048,152652.75721232736
3.490073099634446,103.3936995,"Pekan, Pahang",2049,153732.33755471342
3.490073099634446,103.3936995,"Pekan, Pahang",2050,154698.41845082853
3.490073099634446,103.3936995,"Pekan, Pahang",2051,155706.1769131996
3.490073099634446,103.3936995,"Pekan, Pahang",2052,156750.3983952206
3.490073099634446,103.3936995,"Pekan, Pahang",2053,157709.81725780782
3.490073099634446,103.3936995,"Pekan, Pahang",2054,158756.08420251808
3.791260799606277,101.8534912,"Raub, Pahang",2025,102350.11335966532
3.791260799606277,101.8534912,"Raub, Pahang",2026,103732.21694712844
